Time,Sensor,PWM
2.889872,350,1000
2.989888,352,1000
3.089883,354,1000
3.189898,355,1000
3.289879,355,1000
3.389876,354,1000
3.489872,352,1000
3.589882,350,1000
3.689879,350,1000
3.789882,351,1000
3.889872,352,1000
3.989888,354,1000
4.089883,354,0
4.189898,354,0
4.289879,352,0
4.389876,351,0
4.489878,350,0
4.589876,350,0
4.689879,351,0
4.789876,352,0
4.889878,354,0
4.989882,354,0
5.089889,353,1000
5.189891,352,1000
5.289879,351,1000
5.389882,351,1000
5.489872,352,1000
5.589876,353,1000
5.689878,353,1000
5.789882,354,1000
5.889878,353,1000
5.989876,352,1000
6.089889,352,0
6.189898,351,0
6.289872,351,0
6.389876,351,0
6.489872,352,0
6.589882,352,0
6.689879,353,0
6.789882,352,0
6.889872,352,0
6.989882,352,0
7.089883,351,1000
7.189898,350,1000
7.289879,347,1000
7.389876,345,1000
7.489878,344,1000
7.589876,345,1000
7.689879,348,1000
7.789876,351,1000
7.889878,354,1000
7.989882,355,1000
8.089889,353,1000
8.189891,350,1000
8.289885,348,1000
8.389876,347,1000
8.489878,348,1000
8.589882,351,1000
8.689878,353,1000
8.789876,355,1000
8.889872,355,1000
8.989882,353,1000
9.089890,350,0
9.189888,349,0
9.289880,349,0
9.389883,351,0
9.489878,353,0
9.589882,355,0
9.689878,355,0
9.789876,354,0
9.889872,352,0
9.989882,350,0
10.089890,349,0
10.189888,350,0
10.289878,352,0
10.389879,353,0
10.489878,355,0
10.589882,354,0
10.689878,353,0
10.789876,351,0
10.889872,350,0
10.989882,350,0
11.089890,351,1000
11.189888,352,1000
11.289878,353,1000
11.389879,353,1000
11.489878,352,1000
11.589882,351,1000
11.689878,350,1000
11.789876,350,1000
11.889872,351,1000
11.989882,352,1000
12.089890,353,0
12.189888,353,0
12.289878,353,0
12.389879,352,0
12.489878,352,0
12.589882,351,0
12.689878,351,0
12.789876,352,0
12.889872,352,0
12.989882,353,0
13.089890,353,1000
13.189888,352,1000
13.289878,352,1000
13.389879,351,1000
13.489878,350,1000
13.589882,350,1000
13.689878,351,1000
13.789876,352,1000
13.889872,353,1000
13.989882,353,1000
14.089890,352,0
14.189888,352,0
14.289878,351,0
14.389879,351,0
14.489878,352,0
14.589882,352,0
14.689878,353,0
14.789876,353,0
14.889872,352,0
14.989882,352,0
15.089890,352,1000
15.189888,353,1000
15.289878,356,1000
15.389879,0,1000
15.489878,2,1000
15.589876,1,1000
15.689885,357,1000
15.789876,353,1000
15.889872,349,1000
15.989882,349,1000
16.089890,350,0
16.189888,353,0
16.289883,355,0
16.389875,356,0
16.489878,354,0
16.589882,352,0
16.689878,349,0
16.789877,348,0
16.889879,349,0
16.989882,351,0
17.089884,353,1000
17.189898,355,1000
17.289881,356,1000
17.389881,355,1000
17.489872,354,1000
17.589882,352,1000
17.689878,350,1000
17.789877,350,1000
17.889879,351,1000
17.989882,353,1000
18.089884,354,1000
18.189898,355,1000
18.289881,354,1000
18.389881,352,1000
18.489872,351,1000
18.589882,350,1000
18.689878,351,1000
18.789877,352,1000
18.889879,353,1000
18.989882,354,1000
19.089884,354,0
19.189898,353,0
19.289881,352,0
19.389881,350,0
19.489872,350,0
19.589882,351,0
19.689878,352,0
19.789877,353,0
19.889879,353,0
19.989882,353,0
20.089884,352,1000
20.189898,351,1000
20.289881,351,1000
20.389881,351,1000
20.489872,352,1000
20.589882,353,1000
20.689878,353,1000
20.789877,353,1000
20.889879,353,1000
20.989882,352,1000
21.089884,351,0
21.189898,351,0
21.289881,351,0
21.389881,352,0
21.489872,352,0
21.589882,352,0
21.689878,352,0
21.789877,352,0
21.889879,352,0
21.989882,351,0
22.089884,351,1000
22.189898,350,1000
22.289881,348,1000
22.389881,345,1000
22.489872,343,1000
22.589882,344,1000
22.689878,347,1000
22.789877,351,1000
22.889879,354,1000
22.989882,355,1000
23.089884,353,1000
23.189898,350,1000
23.289881,348,1000
23.389881,347,1000
23.489872,348,1000
23.589882,350,1000
23.689878,353,1000
23.789877,355,1000
23.889879,355,1000
23.989882,353,1000
24.089884,350,0
24.189898,349,0
24.289881,349,0
24.389881,350,0
24.489872,353,0
24.589882,355,0
24.689878,355,0
24.789877,354,0
24.889879,352,0
24.989882,350,0
25.089884,349,0
25.189898,350,0
25.289881,351,0
25.389881,353,0
25.489872,355,0
25.589882,355,0
25.689878,353,0
25.789877,352,0
25.889879,350,0
25.989882,350,0
26.089884,351,1000
26.189898,352,1000
26.289881,353,1000
26.389881,353,1000
26.489872,352,1000
26.589882,351,1000
26.689878,350,1000
26.789877,350,1000
26.889879,351,1000
26.989882,352,1000
27.089884,352,0
27.189898,353,0
27.289881,353,0
27.389881,353,0
27.489872,352,0
27.589882,352,0
27.689878,351,0
27.789877,351,0
27.889879,352,0
27.989882,353,0
28.089884,353,1000
28.189898,353,1000
28.289881,352,1000
28.389881,351,1000
28.489872,350,1000
28.589882,350,1000
28.689878,351,1000
28.789877,352,1000
28.889879,353,1000
28.989882,353,1000
29.089884,353,0
29.189898,352,0
29.289881,351,0
29.389881,351,0
29.489872,352,0
29.589882,352,0
29.689878,353,0
29.789877,353,0
29.889879,353,0
29.989882,352,0
30.089884,352,1000
30.189898,353,1000
30.289881,356,1000
30.389881,0,1000
30.489872,2,1000
30.589876,1,1000
30.689884,357,1000
30.789877,353,1000
30.889872,350,1000
30.989882,349,1000
31.089890,350,0
31.189894,353,0
31.289877,355,0
31.389881,356,0
31.489880,354,0
31.589876,352,0
31.689878,349,0
31.789883,349,0
31.889872,349,0
31.989882,351,0
32.089890,353,1000
32.189899,355,1000
32.289871,356,1000
32.389881,356,1000
32.489872,354,1000
32.589874,352,1000
32.689877,351,1000
32.789883,350,1000
32.889877,351,1000
32.989876,353,1000
33.089890,354,1000
33.189899,355,1000
33.289871,354,1000
33.389881,353,1000
33.489872,351,1000
33.589874,350,1000
33.689880,351,1000
33.789879,352,1000
33.889874,353,1000
33.989880,354,1000
34.089890,354,0
34.189896,353,0
34.289871,352,0
34.389889,351,0
34.489872,350,0
34.589882,350,0
34.689880,352,0
34.789879,353,0
34.889874,354,0
34.989880,353,0
35.089890,352,1000
35.189896,352,1000
35.289871,351,1000
35.389889,351,1000
35.489872,352,1000
35.589882,353,1000
35.689880,353,1000
35.789879,353,1000
35.889874,353,1000
35.989880,352,1000
36.089890,351,0
36.189896,351,0
36.289871,351,0
36.389889,352,0
36.489872,352,0
36.589882,352,0
36.689880,352,0
36.789879,352,0
36.889874,352,0
36.989880,351,0
37.089890,351,1000
37.189896,350,1000
37.289871,347,1000
37.389889,345,1000
37.489872,343,1000
37.589882,344,1000
37.689880,347,1000
37.789879,351,1000
37.889874,354,1000
37.989880,355,1000
38.089890,353,1000
38.189896,350,1000
38.289871,348,1000
38.389889,347,1000
38.489872,348,1000
38.589882,350,1000
38.689880,353,1000
38.789879,355,1000
38.889874,355,1000
38.989880,353,1000
39.089890,350,0
39.189896,349,0
39.289871,349,0
39.389889,350,0
39.489872,353,0
39.589882,355,0
39.689880,355,0
39.789879,354,0
39.889874,352,0
39.989880,350,0
40.089890,349,0
40.189896,350,0
40.289871,351,0
40.389889,353,0
40.489872,355,0
40.589882,355,0
40.689880,353,0
40.789879,352,0
40.889874,350,0
40.989880,350,0
41.089890,350,1000
41.189896,352,1000
41.289871,353,1000
41.389889,353,1000
41.489872,352,1000
41.589882,351,1000
41.689880,350,1000
41.789879,350,1000
41.889874,351,1000
41.989880,351,1000
42.089890,352,0
42.189896,353,0
42.289871,353,0
42.389889,353,0
42.489872,352,0
42.589882,352,0
42.689880,351,0
42.789879,351,0
42.889874,352,0
42.989880,352,0
43.089890,353,1000
43.189896,353,1000
43.289871,352,1000
43.389889,351,1000
43.489872,350,1000
43.589882,350,1000
43.689880,351,1000
43.789879,352,1000
43.889874,353,1000
43.989880,353,1000
44.089890,353,0
44.189896,352,0
44.289871,351,0
44.389889,351,0
44.489872,352,0
44.589882,352,0
44.689880,353,0
44.789879,353,0
44.889874,353,0
44.989880,352,0
45.089890,352,1000
45.189896,353,1000
45.289871,356,1000
45.389889,0,1000
45.489872,2,1000
45.589882,1,1000
45.689880,357,1000
45.789879,353,1000
45.889874,350,1000
45.989880,349,1000
46.089890,350,0
46.189896,353,0
46.289871,355,0
46.389889,356,0
46.489872,354,0
46.589882,352,0
46.689880,350,0
46.789879,349,0
46.889874,349,0
46.989880,351,0
47.089890,353,1000
47.189896,355,1000
47.289871,356,1000
47.389889,356,1000
47.489872,354,1000
47.589882,352,1000
47.689880,351,1000
47.789879,350,1000
47.889874,351,1000
47.989880,353,1000
48.089890,354,1000
48.189896,355,1000
48.289871,354,1000
48.389889,353,1000
48.489872,351,1000
48.589882,350,1000
48.689880,350,1000
48.789879,352,1000
48.889874,353,1000
48.989880,354,1000
49.089890,354,0
49.189896,353,0
49.289871,352,0
49.389889,350,0
49.489872,350,0
49.589882,350,0
49.689880,352,0
49.789879,353,0
49.889874,353,0
49.989880,353,0
50.089890,352,1000
50.189896,352,1000
50.289871,351,1000
50.389889,351,1000
50.489872,352,1000
50.589882,353,1000
50.689880,353,1000
50.789879,353,1000
50.889874,353,1000
50.989880,352,1000
51.089890,351,0
51.189896,351,0
51.289871,351,0
51.389889,352,0
51.489872,352,0
51.589882,352,0
51.689880,352,0
51.789879,352,0
51.889874,352,0
51.989880,351,0
52.089890,351,1000
52.189896,350,1000
52.289871,347,1000
52.389889,345,1000
52.489872,343,1000
52.589882,344,1000
52.689880,348,1000
52.789879,351,1000
52.889874,354,1000
52.989880,355,1000
53.089890,353,1000
53.189896,350,1000
53.289871,348,1000
53.389889,347,1000
53.489872,348,1000
53.589882,350,1000
53.689880,353,1000
53.789879,355,1000
53.889874,355,1000
53.989880,353,1000
54.089890,350,0
54.189896,349,0
54.289871,349,0
54.389889,350,0
54.489872,353,0
54.589882,355,0
54.689880,355,0
54.789879,354,0
54.889874,352,0
54.989880,350,0
55.089890,349,0
55.189896,350,0
55.289871,351,0
55.389889,353,0
55.489872,355,0
55.589882,355,0
55.689880,353,0
55.789879,352,0
55.889874,350,0
55.989880,350,0
56.089890,350,1000
56.189896,352,1000
56.289871,353,1000
56.389889,353,1000
56.489872,352,1000
56.589882,351,1000
56.689880,350,1000
56.789879,350,1000
56.889874,351,1000
56.989880,351,1000
57.089890,352,0
57.189896,353,0
57.289871,353,0
57.389889,353,0
57.489872,352,0
57.589882,352,0
57.689880,351,0
57.789879,351,0
57.889874,352,0
57.989880,352,0
58.089890,353,1000
58.189896,353,1000
58.289871,352,1000
58.389889,351,1000
58.489872,350,1000
58.589882,350,1000
58.689880,351,1000
58.789879,352,1000
58.889874,353,1000
58.989880,353,1000
59.089890,353,0
59.189896,352,0
59.289871,352,0
59.389889,351,0
59.489872,352,0
59.589882,352,0
59.689880,353,0
59.789879,353,0
59.889874,353,0
59.989880,352,0
60.089890,352,1000
60.189896,353,1000
60.289871,356,1000
60.389889,0,1000
60.489872,2,1000
60.589882,0,1000
60.689880,357,1000
60.789879,353,1000
60.889874,350,1000
60.989880,349,1000
61.089890,350,0
61.189896,353,0
61.289871,355,0
61.389889,355,0
61.489872,354,0
61.589882,352,0
61.689880,349,0
61.789879,349,0
61.889874,349,0
61.989880,351,0
62.089890,353,1000
62.189896,355,1000
62.289871,355,1000
62.389889,353,1000
62.489872,351,1000
62.589882,350,1000
62.689880,349,1000
62.789879,350,1000
62.889874,352,1000
62.989880,354,1000
63.089890,354,1000
63.189896,354,1000
63.289871,352,1000
63.389889,351,1000
63.489872,350,1000
63.589882,350,1000
63.689880,351,1000
63.789879,352,1000
63.889874,354,1000
63.989880,353,1000
64.089890,351,0
64.189896,350,0
64.289871,349,0
64.389885,348,0
64.489876,349,0
64.589882,349,0
64.689880,349,0
64.789879,349,0
64.889870,349,0
64.989883,349,0
65.089890,349,1000
65.189896,349,1000
65.289879,349,1000
65.389877,349,1000
65.489883,350,1000
65.589874,351,1000
65.689873,351,1000
65.789879,351,1000
65.889877,351,1000
65.989883,351,1000
66.089882,352,0
66.189896,352,0
66.289879,352,0
66.389877,353,0
66.489883,352,0
66.589874,352,0
66.689873,352,0
66.789879,352,0
