Time,Sensor,PWM
25.989882,151,0
26.089884,151,1000
26.189898,151,1000
26.289881,151,1000
26.389881,151,1000
26.489872,151,1000
26.589882,151,1000
26.689878,151,1000
26.789877,151,1000
26.889879,151,1000
26.989882,151,1000
27.089884,151,0
27.189898,151,0
27.289881,151,0
27.389881,151,0
27.489872,151,0
27.589882,151,0
27.689878,151,0
27.789877,151,0
27.889879,151,0
27.989882,151,0
28.089884,151,1000
28.189898,151,1000
28.289881,151,1000
28.389881,151,1000
28.489872,151,1000
28.589882,151,1000
28.689878,151,1000
28.789877,151,1000
28.889879,151,1000
28.989882,151,1000
29.089884,151,0
29.189898,151,0
29.289881,151,0
29.389881,151,0
29.489872,151,0
29.589882,151,0
29.689878,151,0
29.789877,151,0
29.889879,151,0
29.989882,151,0
30.089884,151,1000
30.189898,152,1000
30.289881,156,1000
30.389881,158,1000
30.489872,159,1000
30.589882,158,1000
30.689878,158,1000
30.789877,159,1000
30.889879,159,1000
30.989882,159,1000
31.089884,159,0
31.189898,159,0
31.289881,159,0
31.389881,159,0
31.489872,159,0
31.589882,159,0
31.689878,159,0
31.789877,159,0
31.889879,159,0
31.989882,159,0
32.089886,159,1000
32.189899,159,1000
32.289879,159,1000
32.389877,159,1000
32.489880,159,1000
32.589882,159,1000
32.689877,159,1000
32.789875,159,1000
32.889885,159,1000
32.989876,159,1000
33.089890,159,1000
33.189899,159,1000
33.289879,159,1000
33.389877,159,1000
33.489880,159,1000
33.589882,159,1000
33.689880,159,1000
33.789875,159,1000
33.889881,159,1000
33.989876,159,1000
34.089886,159,0
34.189896,159,0
34.289879,159,0
34.389881,159,0
34.489872,159,0
34.589882,159,0
34.689880,159,0
34.789875,159,0
34.889881,159,0
34.989876,159,0
35.089886,159,1000
35.189896,159,1000
35.289879,159,1000
35.389881,159,1000
35.489872,159,1000
35.589882,159,1000
35.689880,159,1000
35.789875,159,1000
35.889881,159,1000
35.989876,159,1000
36.089886,159,0
36.189896,159,0
36.289879,159,0
36.389881,159,0
36.489872,159,0
36.589882,159,0
36.689880,159,0
36.789875,159,0
36.889881,159,0
36.989876,159,0
37.089886,159,1000
37.189896,158,1000
37.289879,156,1000
37.389881,151,1000
37.489872,151,1000
37.589882,152,1000
37.689880,152,1000
37.789875,151,1000
37.889881,151,1000
37.989876,151,1000
38.089886,151,1000
38.189896,151,1000
38.289879,151,1000
38.389881,151,1000
38.489872,151,1000
38.589882,151,1000
38.689880,151,1000
38.789875,151,1000
38.889881,151,1000
38.989876,151,1000
39.089886,151,0
39.189896,151,0
39.289879,151,0
39.389881,151,0
39.489872,151,0
39.589882,151,0
39.689880,151,0
39.789875,151,0
39.889881,151,0
39.989876,151,0
40.089886,151,0
40.189896,151,0
40.289879,151,0
40.389881,151,0
40.489872,151,0
40.589882,151,0
40.689880,151,0
40.789875,151,0
40.889881,151,0
40.989876,151,0
41.089886,151,1000
41.189896,151,1000
41.289879,151,1000
41.389881,151,1000
41.489872,151,1000
41.589882,151,1000
41.689880,151,1000
41.789875,151,1000
41.889881,151,1000
41.989876,151,1000
42.089886,151,0
42.189896,151,0
42.289879,151,0
42.389881,151,0
42.489872,151,0
42.589882,151,0
42.689880,151,0
42.789875,151,0
42.889881,151,0
42.989876,151,0
43.089886,151,1000
43.189896,151,1000
43.289879,151,1000
43.389881,151,1000
43.489872,151,1000
43.589882,151,1000
43.689880,151,1000
43.789875,151,1000
43.889881,151,1000
43.989876,151,1000
44.089886,151,0
44.189896,151,0
44.289879,151,0
44.389881,151,0
44.489872,151,0
44.589882,151,0
44.689880,151,0
44.789875,151,0
44.889881,151,0
44.989876,151,0
45.089886,151,1000
45.189896,152,1000
45.289879,156,1000
45.389881,158,1000
45.489872,158,1000
45.589882,159,1000
45.689880,158,1000
45.789875,159,1000
45.889881,159,1000
45.989876,159,1000
46.089886,159,0
46.189896,159,0
46.289879,159,0
46.389881,159,0
46.489872,159,0
46.589882,159,0
46.689880,159,0
46.789875,159,0
46.889881,159,0
46.989876,159,0
47.089886,159,1000
47.189896,159,1000
47.289879,159,1000
47.389881,159,1000
47.489872,159,1000
47.589882,159,1000
47.689880,159,1000
47.789875,159,1000
47.889881,159,1000
47.989876,159,1000
48.089886,159,1000
48.189896,159,1000
48.289879,159,1000
48.389881,159,1000
48.489872,159,1000
48.589882,159,1000
48.689880,159,1000
48.789875,159,1000
48.889881,159,1000
48.989876,159,1000
49.089886,159,0
49.189896,159,0
49.289879,159,0
49.389881,159,0
49.489872,159,0
49.589882,159,0
49.689880,159,0
49.789875,159,0
49.889881,159,0
49.989876,159,0
50.089886,159,1000
50.189896,159,1000
50.289879,159,1000
50.389881,159,1000
50.489872,159,1000
50.589882,159,1000
50.689880,159,1000
50.789875,159,1000
50.889881,159,1000
50.989876,159,1000
51.089886,159,0
51.189896,159,0
51.289879,159,0
51.389881,159,0
51.489872,159,0
51.589882,159,0
51.689880,159,0
51.789875,159,0
51.889881,159,0
51.989876,159,0
